Timestamp,Traffic Volume,Vehicle Speed (km/h),Traffic Density (vehicles/km),Congestion Level,Weather Conditions,Accidents,Road Type,GPS Latitude,GPS Longitude
2024-01-07 11:35:00,898,56,37,Moderate,Snowy,5,Highway,48.011241,-76.700758
2024-01-07 11:40:00,798,42,34,High,Clear,3,Highway,41.766348,-75.727276
2024-01-07 11:45:00,345,29,100,Low,Rainy,3,Highway,41.622898,-79.025221
2024-01-07 11:50:00,234,83,20,High,Rainy,1,Highway,40.36582,-76.886532
2024-01-07 11:55:00,123,47,12,High,Rainy,5,Urban Road,48.466629,-74.620332
2024-01-07 12:00:00,875,58,117,Moderate,Snowy,5,Urban Road,44.178362,-76.38457
2024-01-07 12:05:00,868,76,78,Low,Rainy,0,Urban Road,49.824527,-72.35186
2024-01-07 12:10:00,398,10,52,Low,Rainy,2,Urban Road,49.663803,-77.840439
2024-01-07 12:15:00,232,76,104,Low,Foggy,0,Highway,46.710326,-72.843505
2024-01-07 12:20:00,75,45,102,Low,Foggy,4,Urban Road,46.143928,-73.537972
2024-01-07 12:25:00,477,8,64,High,Snowy,1,Urban Road,42.886324,-77.860117
2024-01-07 12:30:00,198,96,42,Low,Foggy,4,Urban Road,45.358815,-75.039986
2024-01-07 12:35:00,875,46,31,Moderate,Clear,3,Residential,42.452485,-73.45292
2024-01-07 12:40:00,423,76,104,Low,Snowy,1,Highway,40.646775,-70.788541
2024-01-07 12:45:00,537,6,46,High,Snowy,0,Residential,43.442397,-78.641002
2024-01-07 12:50:00,916,43,129,Low,Snowy,1,Highway,49.397593,-73.413369
2024-01-07 12:55:00,562,84,142,High,Foggy,1,Urban Road,45.488614,-75.450769
2024-01-07 13:00:00,830,63,149,Moderate,Rainy,2,Highway,42.060537,-76.845671
2024-01-07 13:05:00,455,24,148,High,Snowy,0,Urban Road,40.460757,-73.974473
2024-01-07 13:10:00,420,47,43,Moderate,Clear,5,Residential,49.007764,-76.396808
2024-01-07 13:15:00,288,8,96,Moderate,Foggy,2,Highway,41.546433,-74.717245
2024-01-07 13:20:00,163,16,24,High,Rainy,5,Residential,47.344542,-75.591195
2024-01-07 13:25:00,652,87,77,Moderate,Snowy,1,Residential,46.303765,-78.414404
2024-01-07 13:30:00,360,6,140,Low,Clear,1,Highway,47.082473,-74.321573
2024-01-07 13:35:00,982,93,140,Low,Clear,5,Urban Road,46.032834,-79.414626
2024-01-07 13:40:00,684,60,107,High,Foggy,0,Residential,41.95202,-72.912383
2024-01-07 13:45:00,240,23,114,High,Rainy,2,Urban Road,41.249668,-78.81144
2024-01-07 13:50:00,857,98,47,Low,Foggy,1,Residential,40.333713,-70.387867
2024-01-07 13:55:00,419,71,133,Moderate,Clear,0,Highway,42.971644,-77.27909
2024-01-07 14:00:00,861,85,114,High,Clear,2,Urban Road,42.110068,-77.000075
2024-01-07 14:05:00,831,57,59,High,Clear,4,Urban Road,45.877963,-71.578994
2024-01-07 14:10:00,460,10,59,Low,Rainy,1,Residential,43.053476,-72.377501
2024-01-07 14:15:00,567,95,112,Low,Rainy,1,Urban Road,47.196486,-72.361163
2024-01-07 14:20:00,483,64,5,Moderate,Clear,3,Highway,41.21076,-74.13777
2024-01-07 14:25:00,686,68,55,Moderate,Foggy,2,Residential,48.366831,-77.528371
2024-01-07 14:30:00,832,98,85,High,Rainy,2,Urban Road,42.556064,-71.543729
2024-01-07 14:35:00,837,87,12,Moderate,Rainy,0,Urban Road,43.071477,-72.155888
2024-01-07 14:40:00,590,67,111,Low,Clear,4,Highway,42.301354,-72.908422
2024-01-07 14:45:00,386,38,23,Moderate,Rainy,2,Residential,48.129785,-74.550545
2024-01-07 14:50:00,815,68,53,High,Rainy,3,Residential,49.344707,-78.154986
2024-01-07 14:55:00,577,99,86,High,Foggy,5,Urban Road,42.045565,-74.985373
2024-01-07 15:00:00,257,67,58,Low,Rainy,3,Urban Road,44.848315,-77.626996
2024-01-07 15:05:00,780,5,57,High,Clear,3,Residential,45.994093,-75.287905
2024-01-07 15:10:00,899,28,25,Moderate,Foggy,3,Urban Road,40.925297,-79.586374
2024-01-07 15:15:00,939,70,134,Low,Rainy,3,Highway,45.408793,-72.205327
2024-01-07 15:20:00,533,37,150,Low,Rainy,3,Urban Road,45.713345,-70.329119
2024-01-07 15:25:00,324,66,118,Low,Foggy,4,Residential,42.547779,-75.793096
2024-01-07 15:30:00,641,91,84,Moderate,Foggy,1,Residential,45.610876,-76.830337
2024-01-07 15:35:00,350,26,105,Moderate,Rainy,0,Urban Road,45.365508,-70.200936
2024-01-07 15:40:00,588,92,108,High,Foggy,1,Urban Road,43.710082,-74.367595
2024-01-07 15:45:00,766,66,79,High,Rainy,2,Urban Road,43.54739,-70.087025
2024-01-07 15:50:00,256,81,21,High,Foggy,3,Highway,48.060174,-74.217749
2024-01-07 15:55:00,722,25,143,Moderate,Snowy,4,Residential,46.648438,-79.809293
2024-01-07 16:00:00,996,15,47,High,Clear,4,Highway,44.478133,-71.995811
2024-01-07 16:05:00,875,91,81,High,Clear,0,Highway,45.091173,-77.177859
2024-01-07 16:10:00,962,56,40,Low,Snowy,0,Highway,45.387207,-70.741568
2024-01-07 16:15:00,701,93,67,Low,Snowy,1,Residential,42.158904,-78.885766
2024-01-07 16:20:00,888,55,113,High,Snowy,0,Residential,48.297106,-78.213995
2024-01-07 16:25:00,908,72,87,Low,Snowy,3,Urban Road,42.456172,-76.480326
2024-01-07 16:30:00,429,100,119,Low,Clear,1,Urban Road,41.808748,-73.511922
2024-01-07 16:35:00,466,96,72,High,Snowy,2,Urban Road,40.883383,-70.164813
2024-01-07 16:40:00,262,15,15,Low,Foggy,5,Highway,41.571048,-74.768003
2024-01-07 16:45:00,685,50,107,Low,Clear,4,Highway,47.178689,-75.537177
2024-01-07 16:50:00,938,45,122,Low,Foggy,3,Highway,48.422777,-79.055203
2024-01-07 16:55:00,740,63,136,High,Foggy,3,Highway,48.377188,-77.287192
2024-01-07 17:00:00,602,85,116,High,Snowy,1,Highway,47.026433,-74.933542
2024-01-07 17:05:00,954,57,26,Moderate,Rainy,1,Residential,48.305518,-78.106085
2024-01-07 17:10:00,433,71,75,Moderate,Clear,4,Urban Road,46.598263,-74.787297
2024-01-07 17:15:00,437,86,49,High,Snowy,4,Residential,48.897722,-77.789845
2024-01-07 17:20:00,804,74,100,Low,Clear,2,Urban Road,40.871784,-77.525687
2024-01-07 17:25:00,981,76,87,Low,Foggy,3,Urban Road,44.092968,-76.230449
2024-01-07 17:30:00,556,22,140,Moderate,Clear,5,Urban Road,42.317369,-79.126982
2024-01-07 17:35:00,130,25,45,High,Rainy,3,Highway,48.303689,-78.55087
2024-01-07 17:40:00,415,19,140,High,Snowy,4,Highway,43.648334,-70.941102
2024-01-07 17:45:00,409,10,117,High,Foggy,2,Highway,44.741064,-74.252447
2024-01-07 17:50:00,196,35,76,High,Snowy,4,Residential,41.155026,-72.181171
2024-01-07 17:55:00,103,35,67,High,Snowy,4,Urban Road,48.677248,-74.544891
2024-01-07 18:00:00,477,90,34,Moderate,Snowy,2,Urban Road,48.800052,-78.366115
2024-01-07 18:05:00,539,49,113,Low,Rainy,2,Highway,48.919742,-72.569275
2024-01-07 18:10:00,693,29,48,Low,Foggy,3,Highway,41.083844,-76.528927
2024-01-07 18:15:00,458,96,72,Moderate,Foggy,4,Highway,42.959262,-75.008565
2024-01-07 18:20:00,585,36,11,Low,Rainy,0,Highway,47.473945,-79.086087
2024-01-07 18:25:00,823,48,73,Low,Foggy,1,Residential,41.751651,-73.308393
2024-01-07 18:30:00,574,21,33,Low,Foggy,2,Highway,41.125335,-79.397897
2024-01-07 18:35:00,363,13,101,High,Foggy,0,Urban Road,44.735365,-72.261562
2024-01-07 18:40:00,986,90,39,Moderate,Clear,2,Residential,49.945995,-79.852461
2024-01-07 18:45:00,497,67,139,Moderate,Snowy,1,Urban Road,41.028779,-79.523608
2024-01-07 18:50:00,625,49,41,High,Rainy,0,Residential,46.384948,-70.16986
2024-01-07 18:55:00,141,86,31,Moderate,Rainy,5,Residential,47.80147,-76.620127
2024-01-07 19:00:00,688,50,60,Moderate,Clear,3,Residential,41.600485,-73.494106
2024-01-07 19:05:00,525,14,150,High,Rainy,4,Urban Road,40.627467,-75.351278
2024-01-07 19:10:00,822,68,16,Moderate,Rainy,3,Urban Road,42.875,-79.061807
2024-01-07 19:15:00,548,31,124,Moderate,Foggy,4,Urban Road,42.595998,-77.992722
2024-01-07 19:20:00,866,38,63,High,Snowy,5,Highway,42.591564,-79.161777
2024-01-07 19:25:00,408,58,62,Moderate,Snowy,2,Residential,42.218013,-72.048037
2024-01-07 19:30:00,252,30,119,Low,Rainy,5,Urban Road,42.169476,-73.915102
2024-01-07 19:35:00,479,8,6,Low,Clear,5,Residential,43.502133,-71.413465
2024-01-07 19:40:00,166,60,94,Low,Snowy,1,Highway,43.050693,-74.110177
2024-01-07 19:45:00,832,55,108,Low,Foggy,3,Urban Road,43.72816,-78.164647
2024-01-07 19:50:00,334,39,118,Moderate,Snowy,4,Residential,47.438736,-71.483782
2024-01-07 19:55:00,578,74,115,Moderate,Clear,1,Residential,45.688675,-71.807471
2024-01-07 20:00:00,590,72,138,High,Foggy,3,Residential,42.25793,-72.219135
2024-01-07 20:05:00,970,87,34,Moderate,Rainy,3,Residential,47.615675,-76.958123
2024-01-07 20:10:00,961,92,71,Low,Rainy,3,Urban Road,43.724568,-79.054891
2024-01-07 20:15:00,397,50,28,High,Clear,0,Highway,49.278801,-70.826549
2024-01-07 20:20:00,592,91,35,Low,Snowy,4,Urban Road,42.855994,-78.636428
2024-01-07 20:25:00,472,11,11,Low,Rainy,2,Highway,42.692238,-76.489178
2024-01-07 20:30:00,178,90,29,High,Foggy,0,Residential,40.001828,-74.389029
2024-01-07 20:35:00,410,30,109,Low,Snowy,2,Highway,43.659852,-78.455112
2024-01-07 20:40:00,596,11,134,Low,Rainy,1,Residential,40.066146,-71.17006
2024-01-07 20:45:00,129,61,74,High,Rainy,3,Urban Road,41.511753,-78.473207
2024-01-07 20:50:00,541,6,30,Low,Snowy,3,Urban Road,48.959311,-73.091981
2024-01-07 20:55:00,148,84,22,Moderate,Clear,1,Residential,42.323381,-79.593376
2024-01-07 21:00:00,427,82,50,Low,Snowy,3,Urban Road,40.190668,-77.43291
2024-01-07 21:05:00,226,29,149,Low,Clear,1,Highway,45.446916,-77.189344
2024-01-07 21:10:00,351,82,50,High,Rainy,1,Highway,42.702107,-76.783615
2024-01-07 21:15:00,590,37,125,Moderate,Snowy,3,Highway,45.466502,-78.301545
2024-01-07 21:20:00,209,91,140,Low,Rainy,5,Urban Road,45.315511,-77.045602
2024-01-07 21:25:00,198,60,18,Low,Clear,3,Urban Road,48.034343,-72.3684
2024-01-07 21:30:00,116,43,18,Low,Snowy,2,Residential,48.695625,-77.838258
2024-01-07 21:35:00,782,19,123,High,Foggy,1,Highway,47.190264,-71.898827
2024-01-07 21:40:00,289,46,78,Low,Foggy,4,Highway,44.298292,-72.053962
2024-01-07 21:45:00,166,49,139,Low,Rainy,5,Highway,48.729293,-77.55009
2024-01-07 21:50:00,792,43,36,Low,Foggy,2,Highway,49.102211,-72.022942
2024-01-07 21:55:00,180,73,57,High,Rainy,5,Residential,43.935049,-71.445599
2024-01-07 22:00:00,756,59,44,High,Rainy,4,Highway,43.609349,-70.218094
2024-01-07 22:05:00,741,16,98,Moderate,Snowy,5,Residential,46.370283,-78.375095
2024-01-07 22:10:00,403,32,47,High,Snowy,4,Urban Road,41.568857,-71.362934
2024-01-07 22:15:00,766,7,42,Moderate,Snowy,0,Urban Road,46.154838,-79.984633
2024-01-07 22:20:00,516,47,50,Low,Foggy,2,Residential,44.322909,-75.184235
2024-01-07 22:25:00,113,50,13,Low,Rainy,2,Residential,46.60867,-73.52588
2024-01-07 22:30:00,310,89,89,Moderate,Foggy,1,Residential,42.976921,-72.543129
2024-01-07 22:35:00,117,50,9,Moderate,Clear,4,Urban Road,45.713945,-76.593313
2024-01-07 22:40:00,594,100,62,Moderate,Clear,0,Highway,44.661677,-72.363441
2024-01-07 22:45:00,83,63,88,Moderate,Foggy,3,Residential,41.682802,-73.78243
2024-01-07 22:50:00,249,100,148,Moderate,Clear,5,Highway,48.560356,-72.006643
2024-01-07 22:55:00,439,42,104,Moderate,Clear,2,Urban Road,45.267499,-77.784891
2024-01-07 23:00:00,571,28,63,Moderate,Rainy,1,Residential,49.281553,-77.399626
2024-01-07 23:05:00,160,78,42,Low,Clear,2,Residential,46.832375,-73.947744
2024-01-07 23:10:00,447,82,100,Low,Foggy,0,Highway,44.522275,-78.416601
2024-01-07 23:15:00,515,58,148,Low,Rainy,2,Residential,41.491462,-72.142787
2024-01-07 23:20:00,278,78,143,Moderate,Foggy,4,Residential,48.224231,-76.952873
2024-01-07 23:25:00,55,46,51,Low,Rainy,3,Residential,44.66483,-73.937613
2024-01-07 23:30:00,638,22,111,Moderate,Snowy,5,Highway,46.567501,-70.983242
2024-01-07 23:35:00,189,54,95,High,Clear,1,Highway,41.654703,-71.014924
2024-01-07 23:40:00,568,30,17,Moderate,Foggy,5,Highway,41.219098,-79.712584
2024-01-07 23:45:00,950,39,139,Moderate,Clear,2,Residential,40.437847,-73.059326
2024-01-07 23:50:00,376,6,144,High,Snowy,4,Highway,41.703197,-70.948632
2024-01-07 23:55:00,883,62,145,Low,Clear,3,Residential,42.471187,-74.636762
2024-01-08 00:00:00,356,60,76,Moderate,Foggy,3,Residential,46.973283,-71.012263
2024-01-08 00:05:00,844,45,130,Moderate,Rainy,5,Residential,41.80444,-77.068719
2024-01-08 00:10:00,475,50,115,High,Foggy,0,Urban Road,45.81425,-77.89914
2024-01-08 00:15:00,452,54,91,Low,Snowy,0,Highway,41.466647,-75.35891
2024-01-08 00:20:00,861,11,28,Low,Foggy,0,Urban Road,45.971861,-70.315393
2024-01-08 00:25:00,516,66,14,High,Snowy,4,Residential,44.14563,-77.027122
2024-01-08 00:30:00,458,68,71,High,Rainy,1,Urban Road,48.923707,-73.239841
2024-01-08 00:35:00,588,66,117,Moderate,Snowy,1,Residential,41.0208,-73.672324
2024-01-08 00:40:00,861,94,41,Low,Rainy,1,Urban Road,46.548814,-71.044585
2024-01-08 00:45:00,702,56,54,Low,Rainy,2,Urban Road,41.627125,-71.817667
2024-01-08 00:50:00,629,59,101,Moderate,Foggy,2,Highway,44.687885,-70.2944
2024-01-08 00:55:00,814,17,21,High,Foggy,2,Residential,41.325056,-70.742971
2024-01-08 01:00:00,313,59,124,Low,Snowy,5,Residential,47.819627,-77.611678
2024-01-08 01:05:00,506,12,13,High,Clear,5,Residential,46.161905,-72.178917
2024-01-08 01:10:00,177,41,120,High,Foggy,4,Urban Road,46.394248,-74.353336
2024-01-08 01:15:00,739,93,138,High,Clear,4,Urban Road,40.260015,-70.971975
2024-01-08 01:20:00,913,96,56,Moderate,Rainy,3,Highway,43.064029,-70.454849
2024-01-08 01:25:00,880,54,63,Low,Snowy,1,Residential,41.974558,-78.614393
2024-01-08 01:30:00,372,24,67,High,Clear,5,Urban Road,49.02605,-77.371511
2024-01-08 01:35:00,833,100,68,Moderate,Rainy,2,Highway,43.145077,-77.648273
2024-01-08 01:40:00,167,50,124,Moderate,Clear,1,Urban Road,48.75798,-75.875263
2024-01-08 01:45:00,695,92,138,Moderate,Rainy,1,Urban Road,48.634382,-70.968408
2024-01-08 01:50:00,61,92,42,High,Rainy,0,Residential,46.45276,-76.328382
2024-01-08 01:55:00,639,38,8,Low,Clear,0,Urban Road,48.764937,-71.896452
2024-01-08 02:00:00,909,49,55,Low,Rainy,2,Residential,41.631291,-73.289631
2024-01-08 02:05:00,129,25,121,Moderate,Foggy,3,Highway,40.793677,-70.885045
2024-01-08 02:10:00,812,24,33,High,Snowy,0,Urban Road,45.344059,-77.729146
2024-01-08 02:15:00,889,25,127,High,Foggy,1,Residential,43.581402,-71.689635
2024-01-08 02:20:00,853,33,39,High,Foggy,1,Residential,46.103841,-76.515072
2024-01-08 02:25:00,542,32,121,Moderate,Snowy,5,Residential,41.226904,-71.554596
2024-01-08 02:30:00,268,8,124,Low,Clear,3,Highway,41.592589,-74.946072
2024-01-08 02:35:00,709,95,81,High,Foggy,2,Highway,45.414422,-70.12248
2024-01-08 02:40:00,112,95,39,Moderate,Snowy,2,Urban Road,41.452163,-71.234036
2024-01-08 02:45:00,52,78,132,Moderate,Foggy,0,Residential,46.430737,-73.931845
2024-01-08 02:50:00,451,9,147,Moderate,Snowy,5,Highway,43.3287,-72.503473
2024-01-08 02:55:00,589,33,117,Low,Snowy,5,Urban Road,46.355708,-79.339684
2024-01-08 03:00:00,759,43,140,Low,Rainy,3,Urban Road,47.897737,-78.320467
2024-01-08 03:05:00,839,16,71,Low,Rainy,1,Highway,42.573701,-77.800115
2024-01-08 03:10:00,261,44,28,Low,Snowy,5,Urban Road,45.811701,-72.681071
2024-01-08 03:15:00,123,63,94,High,Rainy,0,Residential,43.637442,-76.198798
2024-01-08 03:20:00,876,40,96,High,Snowy,5,Residential,44.507932,-74.548357
2024-01-08 03:25:00,959,60,15,Moderate,Rainy,3,Highway,41.575467,-77.568278
2024-01-08 03:30:00,393,27,57,Moderate,Clear,3,Residential,44.741938,-76.983047
2024-01-08 03:35:00,539,92,20,High,Rainy,3,Residential,49.479393,-70.71478
2024-01-08 03:40:00,929,93,32,Moderate,Foggy,2,Residential,41.300997,-70.186348
2024-01-08 03:45:00,759,36,34,Low,Clear,4,Urban Road,41.147911,-75.905169
2024-01-08 03:50:00,924,49,36,Low,Foggy,2,Highway,49.575813,-78.286692
2024-01-08 03:55:00,89,38,16,Low,Snowy,0,Residential,43.309815,-73.979181
2024-01-08 04:00:00,282,98,145,Low,Rainy,5,Highway,46.708844,-77.167392
2024-01-08 04:05:00,438,62,132,High,Foggy,0,Highway,43.157228,-74.421772
2024-01-08 04:10:00,109,83,103,Low,Clear,1,Urban Road,46.534158,-75.051054
2024-01-08 04:15:00,677,42,10,Low,Snowy,2,Highway,46.728562,-73.779308
2024-01-08 04:20:00,716,65,48,Moderate,Snowy,4,Highway,40.33181,-71.575803
2024-01-08 04:25:00,198,23,80,Low,Rainy,5,Residential,41.111997,-76.178694
2024-01-08 04:30:00,178,37,27,Moderate,Clear,1,Residential,41.471965,-79.259337
2024-01-08 04:35:00,313,55,113,Low,Rainy,1,Residential,47.551608,-76.03994
2024-01-08 04:40:00,562,84,60,Low,Rainy,2,Highway,41.180016,-79.437407
2024-01-08 04:45:00,379,10,30,High,Rainy,3,Urban Road,46.253742,-78.533677
2024-01-08 04:50:00,729,89,141,Moderate,Clear,2,Residential,48.720675,-71.594929
2024-01-08 04:55:00,946,91,145,Moderate,Clear,1,Highway,42.490673,-74.584853
2024-01-08 05:00:00,703,91,13,Moderate,Foggy,5,Residential,46.26198,-72.782146
2024-01-08 05:05:00,930,47,23,High,Snowy,1,Urban Road,40.947192,-70.714596
2024-01-08 05:10:00,961,67,101,Moderate,Clear,4,Highway,49.998653,-73.49603
2024-01-08 05:15:00,152,43,98,Low,Rainy,5,Residential,49.843551,-74.153266
2024-01-08 05:20:00,561,64,150,Moderate,Snowy,5,Residential,45.569143,-73.780241
2024-01-08 05:25:00,621,30,9,Moderate,Clear,1,Highway,42.860405,-74.046702
2024-01-08 05:30:00,307,65,122,High,Clear,2,Urban Road,40.985336,-76.171314
2024-01-08 05:35:00,346,72,140,High,Rainy,5,Residential,49.063777,-71.071735
2024-01-08 05:40:00,266,56,122,High,Rainy,0,Highway,43.778592,-76.656831
2024-01-08 05:45:00,699,14,108,Moderate,Rainy,1,Highway,45.02837,-70.495373
2024-01-08 05:50:00,478,60,28,Low,Rainy,5,Highway,44.114509,-75.627852
2024-01-08 05:55:00,432,60,83,Moderate,Clear,5,Urban Road,43.123441,-73.397732
2024-01-08 06:00:00,356,40,86,Low,Foggy,2,Residential,45.180488,-79.695401
2024-01-08 06:05:00,289,71,30,High,Clear,2,Urban Road,48.397693,-73.206015
2024-01-08 06:10:00,494,98,26,Low,Snowy,3,Highway,44.853688,-71.29144
2024-01-08 06:15:00,107,44,8,Moderate,Foggy,2,Highway,41.137818,-72.655114
2024-01-08 06:20:00,988,34,92,Moderate,Clear,1,Residential,40.943808,-70.559129
2024-01-08 06:25:00,950,33,52,Moderate,Foggy,3,Residential,43.875153,-70.842959
2024-01-08 06:30:00,426,71,106,Moderate,Foggy,3,Highway,48.57887,-71.693199
2024-01-08 06:35:00,941,77,110,Moderate,Snowy,5,Urban Road,49.27364,-70.556436
2024-01-08 06:40:00,169,99,73,Low,Clear,2,Residential,43.632049,-72.994757
2024-01-08 06:45:00,170,98,14,High,Foggy,0,Residential,48.74434,-72.163862
2024-01-08 06:50:00,967,54,65,High,Clear,2,Residential,43.448912,-77.720444
2024-01-08 06:55:00,390,60,10,High,Rainy,1,Residential,44.678263,-73.754794
2024-01-08 07:00:00,707,83,20,Moderate,Foggy,1,Urban Road,47.392886,-76.031707
2024-01-08 07:05:00,612,23,119,High,Rainy,4,Urban Road,40.328044,-72.752836
2024-01-08 07:10:00,63,22,120,Moderate,Rainy,0,Highway,48.137926,-75.968239
2024-01-08 07:15:00,575,5,94,High,Snowy,0,Urban Road,46.161258,-72.098886
2024-01-08 07:20:00,144,80,27,Moderate,Rainy,4,Highway,47.772731,-70.024027
2024-01-08 07:25:00,891,53,78,High,Clear,2,Residential,44.172223,-78.826896
2024-01-08 07:30:00,543,18,40,Moderate,Snowy,1,Highway,46.139054,-71.59445
2024-01-08 07:35:00,252,29,24,High,Clear,0,Residential,42.536176,-77.608782
2024-01-08 07:40:00,655,73,69,High,Foggy,5,Residential,47.847542,-71.120625
2024-01-08 07:45:00,939,58,139,Moderate,Clear,4,Residential,44.278562,-77.607901
2024-01-08 07:50:00,113,73,102,Moderate,Foggy,2,Residential,47.419851,-76.520235
2024-01-08 07:55:00,414,60,88,High,Clear,1,Residential,49.165343,-74.725375
2024-01-08 08:00:00,197,43,47,High,Snowy,4,Residential,46.001676,-71.366872
2024-01-08 08:05:00,355,61,136,Moderate,Snowy,1,Urban Road,47.255844,-70.609101
2024-01-08 08:10:00,629,71,141,Moderate,Clear,4,Urban Road,48.926573,-73.87634
2024-01-08 08:15:00,376,83,53,Low,Rainy,1,Residential,47.270947,-72.577321
2024-01-08 08:20:00,789,95,111,Moderate,Foggy,0,Residential,48.077775,-74.099956
2024-01-08 08:25:00,865,26,53,Moderate,Foggy,3,Residential,46.502,-73.421444
2024-01-08 08:30:00,620,69,110,Moderate,Foggy,5,Residential,45.530273,-79.36332
2024-01-08 08:35:00,274,77,138,Low,Rainy,5,Urban Road,48.279074,-78.006999
2024-01-08 08:40:00,305,80,19,High,Rainy,0,Residential,49.573551,-73.28935
2024-01-08 08:45:00,736,7,35,Low,Snowy,2,Residential,41.711862,-74.264617
2024-01-08 08:50:00,818,18,71,High,Clear,1,Urban Road,42.422039,-72.441448
2024-01-08 08:55:00,903,87,68,Moderate,Rainy,5,Urban Road,48.343023,-71.977287
2024-01-08 09:00:00,974,83,67,Moderate,Rainy,4,Highway,40.385984,-78.021788
2024-01-08 09:05:00,827,53,11,High,Foggy,2,Highway,41.209125,-71.183742
2024-01-08 09:10:00,829,34,54,High,Snowy,4,Highway,42.66508,-75.995838
2024-01-08 09:15:00,781,25,8,Low,Clear,4,Urban Road,40.522202,-75.686266
2024-01-08 09:20:00,735,77,28,High,Rainy,1,Residential,48.058462,-78.206154
2024-01-08 09:25:00,888,62,6,Moderate,Snowy,1,Urban Road,40.478687,-77.880936
2024-01-08 09:30:00,314,82,10,Low,Rainy,5,Residential,45.052806,-72.561145
2024-01-08 09:35:00,195,36,117,High,Snowy,1,Urban Road,44.533805,-71.412193
2024-01-08 09:40:00,663,61,29,High,Foggy,3,Highway,44.658315,-76.406646
2024-01-08 09:45:00,337,46,47,Moderate,Foggy,0,Highway,40.172771,-74.674273
2024-01-08 09:50:00,239,59,115,Moderate,Rainy,0,Highway,49.598154,-75.283214
2024-01-08 09:55:00,760,12,111,Moderate,Rainy,5,Residential,45.974249,-75.60371
2024-01-08 10:00:00,257,84,76,Moderate,Snowy,2,Urban Road,40.547915,-78.148815
2024-01-08 10:05:00,859,99,27,High,Snowy,4,Highway,45.572147,-72.627192
2024-01-08 10:10:00,492,43,139,Low,Clear,1,Residential,45.084223,-75.839045
2024-01-08 10:15:00,465,93,116,High,Rainy,2,Urban Road,43.361738,-72.840573
2024-01-08 10:20:00,243,100,14,Moderate,Rainy,0,Highway,49.873613,-70.234347
2024-01-08 10:25:00,792,27,118,Low,Clear,5,Residential,46.143236,-77.226024
2024-01-08 10:30:00,314,18,150,Low,Clear,0,Highway,48.643273,-75.428149
2024-01-08 10:35:00,697,23,64,High,Snowy,4,Urban Road,43.262673,-75.32484
2024-01-08 10:40:00,493,95,124,Moderate,Rainy,4,Highway,47.116918,-74.740284
2024-01-08 10:45:00,957,50,132,Moderate,Rainy,1,Urban Road,40.200784,-73.815743
2024-01-08 10:50:00,521,47,113,High,Foggy,5,Highway,45.191879,-75.060873
2024-01-08 10:55:00,997,88,35,High,Snowy,4,Urban Road,41.929935,-72.247372
2024-01-08 11:00:00,363,11,110,Low,Snowy,3,Urban Road,40.604102,-72.169035
2024-01-08 11:05:00,267,99,103,Low,Rainy,2,Residential,49.724493,-77.654755
2024-01-08 11:10:00,379,62,146,Low,Clear,3,Urban Road,44.140695,-75.42997
2024-01-08 11:15:00,875,59,112,Low,Clear,3,Highway,47.222794,-74.258046
2024-01-08 11:20:00,686,78,32,High,Clear,4,Highway,48.321585,-73.066939
2024-01-08 11:25:00,967,33,47,Low,Clear,1,Highway,41.743793,-74.631288
2024-01-08 11:30:00,536,82,27,Low,Foggy,0,Residential,49.658543,-78.832718
2024-01-08 11:35:00,351,43,43,Low,Foggy,4,Highway,44.535388,-76.62304
2024-01-08 11:40:00,326,84,52,Moderate,Clear,5,Urban Road,42.165803,-79.917577
2024-01-08 11:45:00,559,48,59,Moderate,Foggy,2,Urban Road,45.15923,-70.982398
2024-01-08 11:50:00,748,75,148,High,Clear,2,Residential,43.310686,-75.927862
2024-01-08 11:55:00,957,61,122,Low,Snowy,1,Residential,44.259943,-75.053087
2024-01-08 12:00:00,579,64,136,Moderate,Clear,4,Highway,46.068394,-70.365761
2024-01-08 12:05:00,660,83,29,High,Snowy,1,Highway,44.073963,-78.833707
2024-01-08 12:10:00,321,18,13,High,Snowy,1,Highway,44.994152,-79.489379
2024-01-08 12:15:00,672,15,16,Low,Clear,0,Highway,46.613763,-76.90713
2024-01-08 12:20:00,451,6,116,High,Snowy,5,Highway,48.732389,-77.159996
2024-01-08 12:25:00,400,77,69,Moderate,Snowy,3,Highway,40.995546,-75.927155
2024-01-08 12:30:00,114,57,76,High,Clear,5,Urban Road,47.458349,-79.686048
2024-01-08 12:35:00,332,43,100,High,Foggy,3,Residential,44.760668,-74.061941
2024-01-08 12:40:00,445,10,84,Moderate,Clear,1,Residential,49.594231,-78.789378
2024-01-08 12:45:00,887,23,18,High,Snowy,4,Urban Road,41.148549,-79.442798
2024-01-08 12:50:00,956,31,62,Low,Rainy,4,Urban Road,40.709402,-71.090468
2024-01-08 12:55:00,961,15,148,Moderate,Rainy,4,Residential,47.877775,-73.087991
2024-01-08 13:00:00,329,54,84,High,Snowy,4,Urban Road,43.197056,-76.793331
2024-01-08 13:05:00,51,59,150,Low,Snowy,5,Residential,45.350416,-72.648005
2024-01-08 13:10:00,595,49,135,Moderate,Clear,3,Residential,40.236554,-74.60926
2024-01-08 13:15:00,91,37,128,High,Foggy,3,Highway,42.095094,-71.965335
2024-01-08 13:20:00,894,13,103,High,Snowy,1,Residential,47.61104,-76.268125
2024-01-08 13:25:00,829,42,15,High,Foggy,3,Residential,45.474469,-78.669793
